id,DTW distance
1,18.875199999999992
2,16.43969999999998
3,12.072299999999913
4,17.01499999999998
5,8.736900000000002
6,3.284699999999992
7,4.654499999999994
8,11.448900000000009
9,2.1008999999999993
10,17.107400000000013
11,1.8630249999999982
12,20.208
13,6.38920000000002
14,12.273899999999898
15,21.410800000000016
16,10.580499999999997
17,0.7062999999999704
18,4.773699999999987
19,11.540399999999956
20,0.07140000000000235
21,9.362699999999847
22,11.86119999999999
23,22.35170000000006
24,17.67869999999992
25,70.75619999999992
26,8.831199999999995
27,2.764099999999985
28,6.0240000000000435
29,0.7004000000000064
30,1.7575000000000056
31,12.519500000000036
32,28.248500000000092
33,0.5925620000000014
34,11.321699999999964
35,32.349500000000035
36,3.255699999999995
37,8.391099999999984
38,6.28900000000003
39,23.26619999999997
40,2.0799999999999876
41,5.642899999999962
42,2.2578999999999945
43,20.897699999999872
44,6.143300000000011
45,17.790800000000033
46,2.6923999999999815
47,12.073799999999991
48,0.806600000000012
49,13.619399999999978
50,0.2436
51,10.628999999999976
52,2.5659999999999954
53,2.3562000000000016
54,8.659099999999974
55,26.144299999999998
56,5.2140999999999895
57,134.02030000000002
58,1.1768000000000143
59,3.868399999999985
60,1.7854999999999883
61,1.4962999999999802
62,1.288299999999993
63,7.477100000000036
64,1.9213000000000005
65,3.3105000000000366
66,15.558600000000013
67,7.901299999999981
68,8.432000000000002
69,10.863500000000002
70,7.833400000000012
71,15.124299999999984
72,34.46840000000006
73,1.553299999999999
74,24.716299999999862
75,14.178899999999935
76,18.797299999999915
77,5.916299999999991
78,55.18170000000003
79,21.868200000000034
80,14.70260000000001
81,11.365800000000053
82,2.7377000000000216
83,6.712199999999987
84,7.081700000000003
85,7.636899999999947
86,2.014020999999998
87,12.18390000000003
88,1.469800000000001
89,0.35100000000000264
90,2.712999999999992
91,8.4786
92,10.164500000000004
93,40.51639999999989
94,4.427600000000003
95,3.673599999999997
96,46.26680000000036
97,8.45399999999999
98,2.6704000000000185
99,3.6585999999999856
100,0.8440000000000012
